INPUT-#Scan#	INPUT-SpectrumID	INPUT-Compound_Name	INPUT-InChIKey-Planar	Tag_Status1	Action1	Add_InCHIKey-Planar	Cannot_Add_InChIKey-Planar	Tag_Status2	Action2	Add_Tag1	Add_Tag2	Add_Tag3	Contribute-NCBITaxonomy1	Contribute-NCBITaxonomy2	Contribute-NCBITaxonomy3	Contribute-UBERONTag1	Contribute-UBERONTag2	Contribute-UBERONTag3	Contribute-LifestyleTag1	Contribute-LifestyleTag2	Contribute-LifestyleTag3	Current_Tags	Current_NCBITaxonomy	Current_UBERON	Current_Lifestyle
220760	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
157200	CCMSLIB00003718146	.beta.-Sitosterol	KZJWDPNRJALLNS	Tags Present	Check Current Tags and Add if Incomplete																	food			
220841	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
27130	CCMSLIB00003256607	9(10)-Epoxy-12Z-octadecenoic acid	FBUKMFOXMZRGRB	Tags Present	Check Current Tags and Add if Incomplete																	human|mice			
339522	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
314670	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
331360	CCMSLIB00003139604	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	WTJKGGKOPKCXLL		Tags Missing	Add Tags																
314849	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
222400	CCMSLIB00003137869	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PYVRVRFVLRNJLY		Tags Missing	Add Tags																
337482	CCMSLIB00003137019	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
248483	CCMSLIB00000846322	NCGC00385542-01!3-oxo-3-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-3-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methoxy]propanoic acid	FRAUJUKWSKMNJY	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_soy
34230	CCMSLIB00005436045	Coclaurine	LVVKXRQZSRUVPY	Tags Missing	Add Tags																				
280912	CCMSLIB00003139593	Spectral Match to Cyanidin 3,5-diglucoside from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
314671	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
149070	CCMSLIB00003218344	PyroGlu-Met-Lys	UMLDIBUHYRBPLP	Tags Missing	Add Tags																				
75520	CCMSLIB00003335528	Coproporphyrin I	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
69603	CCMSLIB00003392668	8-Desoxygartanin	GVQOVMKBYJKZSY	Tags Present	Check Current Tags and Add if Incomplete																	food			
346366	CCMSLIB00003136588	Spectral Match to N-Tetracosanoyl-4-sphingenyl-1-O-phosphorylcholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
362473	CCMSLIB00000577520	halobacillin_08708_dereplictor_pv_2.36662e-33	IJMDOTXFQGFKQU	Tags Present	Check Current Tags and Add if Incomplete																	bacterial			
250949	CCMSLIB00003134705	Spectral Match to PAF C-16 from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	HVAUUPRFYPCOCA		Tags Missing	Add Tags																
116972	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
275965	CCMSLIB00003137022	Spectral Match to Kaempferol 3-O-rutinoside from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
104769	CCMSLIB00000848858	NCGC00169514-02!(5R)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one	AIULWNKTYPZYAN	Tags Present	Check Current Tags and Add if Incomplete																	food			food consumption_ginger
27344	CCMSLIB00003256674	12(13)-Epoxy-9Z-octadecenoic acid	CCPPLLJZDQAOHD	Tags Missing	Add Tags																				
27388	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
161323	CCMSLIB00001059051	Pesticide6_Difenoconazole Isomer 1*_C19H17Cl2N3O3_1H-1,2,4-Triazole, 1-[[2-[2-chloro-4-(4-chlorophenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-	BQYJATMQXGBDHF	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|environmental			
49171	CCMSLIB00000221579	Massbank:PB000202 Quercetin|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	REFJWTPEDVJJIY	Tags Present	Check Current Tags and Add if Incomplete																	food			
39446	CCMSLIB00003138557	Spectral Match to Glu-Phe from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
266154	CCMSLIB00003552186	Schaftoside	MMDUKUSNQNWVET	Tags Present	Check Current Tags and Add if Incomplete																	food			
264383	CCMSLIB00004715088	(1S,4aS,7R,7aS)-7-hydroxy-7-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxymethyl]-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,7a-dihydro-1H-cyclopenta[c]pyran-4-carboxylic acid	WJPRKOJNQIZCGY	Tags Present	Check Current Tags and Add if Incomplete																	food			
220629	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
29529	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
21955	CCMSLIB00003235992	Leelamine	JVVXZOOGOGPDRZ	Tags Missing	Add Tags																				
331253	CCMSLIB00003268296	2-Oleoyl-1-palmitoyl-sn-glycero-3-phosphocholine	WTJKGGKOPKCXLL	Tags Missing	Add Tags																				
220511	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
337983	CCMSLIB00003376312	Palmitoyleicosapentaenoyl phosphatidylcholine	KLTHQSWIRFFBRI	Tags Missing	Add Tags																				
110635	CCMSLIB00003138956	Spectral Match to Monoolein from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	RZRNAYUHWVFMIP		Tags Present	Check Current Tags and Add if Incomplete													environmental			personal care products
305625	CCMSLIB00003133061	PE(16:0/16:1); [M+H]+ C37H73N1O8P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
289577	CCMSLIB00000848532	NCGC00385418-01!2-(3,4-dihydroxyphenyl)-5-hydroxy-7-methoxy-8-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	NMZDJTDURFIQKE	Tags Missing	Add Tags																				
322560	CCMSLIB00003266413	2-Arachidonoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	DRIVXEVMDWCWLI	Tags Missing	Add Tags																				
315201	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
26378	CCMSLIB00000841836	MassbankEU:SM850301 Sulfamethazine|4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide	ASWVTGNCAZCNNR	Tags Present	Check Current Tags and Add if Incomplete																	MS_internal_standard			
1606	CCMSLIB00003627292	5-Geranoxy-7-methoxycoumarin	WXUOSNJWDJOHGW	Tags Present	Check Current Tags and Add if Incomplete																	food			
26956	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
340304	CCMSLIB00003134673	Spectral Match to 1-Stearoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FORFDCPQKJHEBF		Tags Missing	Add Tags																
314897	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
79869	CCMSLIB00003571331	Ginkgolic acid I	YXHVCZZLWZYHSA	Tags Present	Check Current Tags and Add if Incomplete																	food			
50143	CCMSLIB00003135025	Spectral Match to Benzyldodecyldimethylammonium from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
334243	CCMSLIB00003138233	Spectral Match to Eicosapentaenoyl PAF C-16 from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	YHSSHPWVFALMBA		Tags Missing	Add Tags																
341603	CCMSLIB00003134596	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
337506	CCMSLIB00003138768	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
337541	CCMSLIB00003138768	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
300045	CCMSLIB00003136506	Spectral Match to 1,2-Di-(9Z-tetradecenoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
48723	CCMSLIB00000852178	NCGC00381368-01_C17H19NO4_{3-[(E)-2-(1,3-Benzodioxol-5-yl)vinyl]-2-oxiranyl}(1-piperidinyl)methanone	VOXQNTWMJFAWIA	Tags Missing	Add Tags																				
339738	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
116986	CCMSLIB00005467655	1-beta-D-Glucopyranosyl-L-tryptophan	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	ZHBHZDMTVVJASV		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct			
255719	CCMSLIB00000848476	NCGC00180259-02!2-(hydroxymethyl)-6-[4-[(2S,3S)-3-(hydroxymethyl)-5-[(E)-3-hydroxyprop-1-enyl]-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol	SPWHQAUMLDQOFU	Tags Missing	Add Tags																				
221338	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
200449	CCMSLIB00000848333	NCGC00169924-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one	PLAPMLGJVGLZOV	Tags Present	Check Current Tags and Add if Incomplete																	food			
15075	CCMSLIB00003336491	Myristic acid ethyl ester	MMKRHZKQPFCLLS	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct_plant|food			
129791	CCMSLIB00004697706	3-[4-methoxy-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]propanoic acid	LIVNOUBJFOXZOR	Tags Missing	Add Tags																				
26942	CCMSLIB00003256607	9(10)-Epoxy-12Z-octadecenoic acid	FBUKMFOXMZRGRB	Tags Present	Check Current Tags and Add if Incomplete																	human|mice			
16381	CCMSLIB00003736380	Glu-Leu	YBAFDPFAUTYYRW	Tags Missing	Add Tags																				
249868	CCMSLIB00003267843	1-Oleoyl-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
114322	CCMSLIB00004706065	Melibiose	DLRVVLDZNNYCBX	Tags Present	Check Current Tags and Add if Incomplete																	environmental|food			
220879	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
291910	CCMSLIB00003709318	N-Tetracosenoyl-4-sphingenine	VJSBNBBOSZJDKB	Tags Missing	Add Tags																				
75589	CCMSLIB00005467711	N-(1-Deoxy-1-fructosyl)phenylalanine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FAVRCIXPIVJIPN		Tags Present	Check Current Tags and Add if Incomplete													food_source_plant|naturalproduct_plant			
314762	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
122053	CCMSLIB00003606212	4.beta.-Hydroxycholesterol 4-acetate	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
25696	CCMSLIB00003255591	13-Keto-9Z,11E-octadecadienoic acid	JHXAZBBVQSRKJR	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline|human|mice			
339532	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
114763	CCMSLIB00004706065	Melibiose	DLRVVLDZNNYCBX	Tags Present	Check Current Tags and Add if Incomplete																	environmental|food			
222435	CCMSLIB00003137869	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PYVRVRFVLRNJLY		Tags Missing	Add Tags																
110534	CCMSLIB00005464752	"(R)-4-((5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"	KIQFUORWRVZTHT	Tags Missing	Add Tags																				
110954	CCMSLIB00003593740	trans-Epoxysuccinyl-L-leucylamido(4-guanidino)butane	LTLYEAJONXGNFG	Tags Missing	Add Tags																				
334265	CCMSLIB00003321106	1-O-Hexadecyl-2-O-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glyceryl-3-phosphorylcholine	YHSSHPWVFALMBA	Tags Missing	Add Tags																				
222272	CCMSLIB00003137012	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	PYVRVRFVLRNJLY		Tags Missing	Add Tags																
341610	CCMSLIB00003134596	Spectral Match to 1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
331468	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
320175	CCMSLIB00003125951	PC(14:0/18:1); [M+H]+ C40H79N1O8P1	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
48756	CCMSLIB00003739132	Trp-Pro	DXYQIGZZWYBXSD	Tags Missing	Add Tags																				
347853	CCMSLIB00003139657	Spectral Match to 1,2-Diarachidonoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
258211	CCMSLIB00004679221	Sulfated glycocholic acid murine	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
33740	CCMSLIB00000847879	NCGC00385835-01!4-methoxy-9-(3-methylbut-2-enyl)furo[3,2-g]chromen-7-one	UZXMLGUMBQQVME	Tags Missing	Add Tags																				
25761	CCMSLIB00003136761	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	KLLGGGQNRTVBSU		Tags Present	Check Current Tags and Add if Incomplete													mice			
1946	CCMSLIB00003400794	Albiflorin	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
337489	CCMSLIB00003138768	Spectral Match to 1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	XXKFQTJOJZELMD		Tags Missing	Add Tags																
69945	CCMSLIB00003200931	D-Turanose	RULSWEULPANCDV	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
1439	CCMSLIB00003541562	8S-Hydroxy-4Z,6E,10Z-hexadecatrienoic acid	KBOVKDIBOBQLRS	Tags Present	Check Current Tags and Add if Incomplete																	dissolvedorganicmatter_water_saline			
233294	CCMSLIB00005436359	(2-{[3-(hexadecanoyloxy)-2-hydroxypropyl phosphonato]oxy}ethyl)trimethylazanium	ASWBNKHCZGQVJV	Tags Missing	Add Tags																				
187610	CCMSLIB00000848216	NCGC00180619-02!5,7-dihydroxy-2-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-4-one	ICLVCWSZHUZEFT	Tags Missing	Add Tags																				
225898	CCMSLIB00003140187	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
27314	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
280302	CCMSLIB00000846103	NCGC00168946-02!5-hydroxy-2-(4-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one	OFKKUHQXUNAUKP	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
1747	CCMSLIB00003236402	1,3,9-Trimethylxanthine	LPHGQDQBBGAPDZ	Tags Missing	Add Tags																				
350944	CCMSLIB00001058187	C16 Lactosyl Ceramide (d18:1/16:0)	HLIJNIKSBCIDGO	Tags Present	Check Current Tags and Add if Incomplete																	human	9606|Homo sapiens		
329635	CCMSLIB00003138795	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
362507	CCMSLIB00000577534	Esperin_25136_dereplictor_pv_2.4944e-30	SRKFOZNBQSMQFE	Tags Missing	Add Tags																				
248540	CCMSLIB00004693182	3,5-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one	DZBBOCDYINLWCH	Tags Missing	Add Tags																				
320386	CCMSLIB00003268384	1-Oleoyl-2-myristoyl-sn-glycero-3-phosphocholine	KIVAJCJTVPWSRJ	Tags Missing	Add Tags																				
27150	CCMSLIB00003134812	Spectral Match to 9(10)-EpOME from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	FBUKMFOXMZRGRB		Tags Present	Check Current Tags and Add if Incomplete													human|mice			
225870	CCMSLIB00003140187	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2																				
280303	CCMSLIB00003402166	Spinosine	VGGSULWDCMWZPO	Tags Missing	Add Tags																				
291982	CCMSLIB00005721594	NCGC00385380-01!3-[3,4-dihydroxy-6-(hydroxymethyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one [IIN-based: Match]	UTECWQIXBMWRRR	Tags Missing	Add Tags																				
188517	CCMSLIB00005721107	NCGC00380476-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one [IIN-based: Match]	QKPKGDDHOGIEOO	Tags Missing	Add Tags																				
314951	CCMSLIB00003703747	2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine	HBZNVZIRJWODIB	Tags Missing	Add Tags																				
112876	CCMSLIB00004701829	(2R,3R,4S,5S,6R)-2-[3-hydroxy-2-(4-hydroxy-3-methoxyphenyl)propoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	REHZVRNVHQFBAF	Tags Missing	Add Tags																				
24869	CCMSLIB00003650474	Ametoctradin	GGKQIOFASHYUJZ	Tags Present	Check Current Tags and Add if Incomplete																	biocide_antimicrobial|environmental			
3641	CCMSLIB00000848431	NCGC00168824-02!(E)-undec-2-enedioic acid	PRHYKPOPIDLQKJ	Tags Missing	Add Tags																				
316019	CCMSLIB00000847222	NCGC00380524-01!(2R)-2-[(E)-3-[3-[(1R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid	SNKFFCBZYFGCQN	Tags Missing	Add Tags																				
220520	CCMSLIB00000845585	NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid	VJQANBSDAGCDJE	Tags Present	Check Current Tags and Add if Incomplete																	naturalproduct			
285332	CCMSLIB00000845329	NCGC00385506-01!5,7-dihydroxy-2-[3-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one	RPVIQWDFJPYNJM	Tags Missing	Add Tags																				
25394	CCMSLIB00003136761	Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	KLLGGGQNRTVBSU		Tags Present	Check Current Tags and Add if Incomplete													mice			
231342	CCMSLIB00004678898	kaempferol-O-acetylhexoside	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2					food															
26370	CCMSLIB00003139155	Spectral Match to Sulfisomidin from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	YZMCKZRAOLZXAZ		Tags Present	Check Current Tags and Add if Incomplete													biocide_antimicrobial|drug			
2267	CCMSLIB00003460426	Pantothenic acid	GHOKWGTUZJEAQD	Tags Present	Check Current Tags and Add if Incomplete																	food|vitamin|naturalproduct_plant			
334703	CCMSLIB00003503307	1-Hexadecyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine	DUUSFCFZBREELS	Tags Missing	Add Tags																				
3339	CCMSLIB00003215708	Phe-Thr-Arg	LTAWNJXSRUCFAN	Tags Missing	Add Tags																				
331304	CCMSLIB00003268411	1-Oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	Tags Missing	Add Tags																				
29478	CCMSLIB00003138495	Spectral Match to Conjugated linoleic Acid (10E,12Z) from NIST14	N/A	InChIKey-Planar Missing	Add_InChIKey-Planar or Cannot_Add_InCHIKey-Planar then Check Action2	GKJZMAHZJGSBKD		Tags Present	Check Current Tags and Add if Incomplete													naturalproduct|food			
339562	CCMSLIB00003501106	Arachidonoylthiophosphorylcholine	YDSCLGYBUIDZNF	Tags Missing	Add Tags																				
341594	CCMSLIB00003173921	1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine	ATHVAWFAEPLPPQ	Tags Missing	Add Tags																				
